År;Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
2019;30B;32;47801;48000;13876;14588;12088;15869;16300;16300
2019;30B;32;48001;48200;13980;14705;12205;15972;16404;16404
2019;30B;32;48201;48400;14084;14822;12322;16074;16508;16508
2019;30B;32;48401;48600;14188;14939;12439;16177;16612;16612
2019;30B;32;48601;48800;14292;15056;12556;16279;16716;16716
2019;30B;32;48801;49000;14396;15173;12673;16381;16820;16820
2019;30B;32;49001;49200;14500;15290;12790;16484;16924;16924
2019;30B;32;49201;49400;14604;15407;12907;16586;17028;17028
2019;30B;32;49401;49600;14708;15524;13024;16689;17132;17132
2019;30B;32;49601;49800;14812;15641;13141;16791;17236;17236
2019;30B;32;49801;50000;14916;15758;13258;16894;17340;17340
2019;30B;32;50001;50200;15020;15875;13381;16996;17444;17444
2019;30B;32;50201;50400;15124;15992;13504;17099;17548;17548
2019;30B;32;50401;50600;15228;16109;13627;17201;17652;17652
2019;30B;32;50601;50800;15332;16226;13750;17304;17756;17756
2019;30B;32;50801;51000;15436;16343;13873;17406;17860;17860
2019;30B;32;51001;51200;15540;16460;13996;17509;17964;17964
2019;30B;32;51201;51400;15644;16577;14119;17611;18068;18068
2019;30B;32;51401;51600;15748;16694;14242;17713;18172;18172
2019;30B;32;51601;51800;15852;16811;14365;17816;18276;18276
2019;30B;32;51801;52000;15956;16928;14488;17918;18380;18380
2019;30B;32;52001;52200;16060;17045;14611;18021;18484;18484
2019;30B;32;52201;52400;16164;17162;14734;18123;18588;18588
2019;30B;32;52401;52600;16272;17270;14848;18226;18692;18692
2019;30B;32;52601;52800;16382;17379;14963;18328;18796;18796
2019;30B;32;52801;53000;16492;17483;15073;18431;18900;18900
2019;30B;32;53001;53200;16602;17591;15187;18533;19004;19004
2019;30B;32;53201;53400;16712;17699;15301;18636;19108;19108
2019;30B;32;53401;53600;16822;17803;15411;18738;19212;19212
2019;30B;32;53601;53800;16932;17912;15526;18840;19316;19316
2019;30B;32;53801;54000;17042;18016;15636;18943;19420;19420
2019;30B;32;54001;54200;17152;18124;15750;19045;19524;19524
2019;30B;32;54201;54400;17262;18232;15864;19148;19628;19628
2019;30B;32;54401;54600;17372;18336;15974;19250;19732;19732
2019;30B;32;54601;54800;17482;18445;16089;19353;19836;19836
2019;30B;32;54801;55000;17592;18549;16199;19455;19940;19940
2019;30B;32;55001;55200;17702;18657;16313;19558;20044;20044
2019;30B;32;55201;55400;17812;18761;16423;19660;20148;20148
2019;30B;32;55401;55600;17922;18869;16537;19763;20252;20252
2019;30B;32;55601;55800;18032;18978;16652;19865;20356;20356
2019;30B;32;55801;56000;18142;19082;16762;19968;20460;20460
2019;30B;32;56001;56200;18252;19190;16876;20070;20564;20564
2019;30B;32;56201;56400;18362;19294;16986;20172;20668;20668
2019;30B;32;56401;56600;18472;19402;17100;20275;20772;20772
2019;30B;32;56601;56800;18582;19506;17210;20377;20876;20876
2019;30B;32;56801;57000;18692;19615;17325;20480;20980;20980
2019;30B;32;57001;57200;18802;19723;17439;20582;21084;21084
2019;30B;32;57201;57400;18912;19827;17549;20685;21188;21188
2019;30B;32;57401;57600;19022;19935;17663;20787;21292;21292
2019;30B;32;57601;57800;19132;20039;17773;20890;21396;21396
2019;30B;32;57801;58000;19242;20148;17888;20992;21500;21500
2019;30B;32;58001;58200;19352;20252;17998;21095;21604;21604
2019;30B;32;58201;58400;19462;20360;18112;21197;21708;21708
2019;30B;32;58401;58600;19573;20468;18226;21300;21813;21813
2019;30B;32;58601;58800;19693;20572;18336;21413;21927;21927
2019;30B;32;58801;59000;19813;20681;18451;21525;22041;22041
2019;30B;32;59001;59200;19933;20785;18561;21638;22155;22155
2019;30B;32;59201;59400;20053;20893;18675;21750;22269;22269
2019;30B;32;59401;59600;20173;20997;18785;21863;22383;22383
2019;30B;32;59601;59800;20293;21105;18899;21975;22497;22497
2019;30B;32;59801;60000;20413;21214;19014;22088;22611;22611
2019;30B;32;60001;60200;20533;21318;19124;22200;22725;22725
2019;30B;32;60201;60400;20653;21426;19238;22312;22839;22839
2019;30B;32;60401;60600;20773;21530;19348;22425;22953;22953
2019;30B;32;60601;60800;20893;21638;19462;22537;23067;23067
2019;30B;32;60801;61000;21013;21747;19577;22650;23181;23181
2019;30B;32;61001;61200;21133;21855;19691;22762;23295;23295
2019;30B;32;61201;61400;21253;21974;19816;22875;23409;23409
2019;30B;32;61401;61600;21373;22088;19936;22987;23523;23523
2019;30B;32;61601;61800;21493;22207;20061;23100;23637;23637
2019;30B;32;61801;62000;21613;22321;20181;23212;23751;23751
2019;30B;32;62001;62200;21733;22440;20306;23325;23865;23865
2019;30B;32;62201;62400;21853;22558;20430;23437;23979;23979
2019;30B;32;62401;62600;21973;22672;20550;23550;24093;24093
2019;30B;32;62601;62800;22093;22791;20675;23662;24207;24207
2019;30B;32;62801;63000;22213;22905;20795;23774;24321;24321
2019;30B;32;63001;63200;22333;23024;20920;23887;24435;24435
2019;30B;32;63201;63400;22453;23138;21040;23999;24549;24549
2019;30B;32;63401;63600;22573;23257;21165;24112;24663;24663
2019;30B;32;63601;63800;22693;23375;21289;24224;24777;24777
2019;30B;32;63801;64000;22813;23489;21409;24337;24891;24891
2019;30B;32;64001;64200;22933;23608;21534;24449;25005;25005
2019;30B;32;64201;64400;23053;23722;21654;24562;25119;25119
2019;30B;32;64401;64600;23173;23841;21779;24674;25233;25233
2019;30B;32;64601;64800;23293;23955;21899;24787;25347;25347
2019;30B;32;64801;65000;23413;24074;22024;24899;25461;25461
2019;30B;32;65001;65200;23533;24192;22148;25011;25575;25575
2019;30B;32;65201;65400;23653;24306;22268;25124;25689;25689
2019;30B;32;65401;65600;23773;24425;22393;25236;25803;25803
2019;30B;32;65601;65800;23893;24539;22513;25349;25917;25917
2019;30B;32;65801;66000;24013;24658;22638;25461;26031;26031
2019;30B;32;66001;66200;24133;24772;22758;25574;26145;26145
2019;30B;32;66201;66400;24253;24891;22883;25686;26259;26259
2019;30B;32;66401;66600;24373;25009;23007;25799;26373;26373
2019;30B;32;66601;66800;24493;25123;23127;25911;26487;26487
2019;30B;32;66801;67000;24613;25242;23252;26024;26601;26601
2019;30B;32;67001;67200;24733;25356;23372;26136;26715;26715
2019;30B;32;67201;67400;24853;25475;23497;26248;26829;26829
2019;30B;32;67401;67600;24973;25594;23622;26361;26943;26943
2019;30B;32;67601;67800;25093;25708;23742;26473;27057;27057
2019;30B;32;67801;68000;25213;25826;23866;26586;27171;27171
2019;30B;32;68001;68200;25333;25940;23986;26698;27285;27285
2019;30B;32;68201;68400;25453;26059;24111;26811;27399;27399
2019;30B;32;68401;68600;25573;26173;24231;26923;27513;27513
2019;30B;32;68601;68800;25693;26292;24356;27036;27627;27627
2019;30B;32;68801;69000;25813;26411;24481;27148;27741;27741
2019;30B;32;69001;69200;25933;26525;24601;27261;27855;27855
2019;30B;32;69201;69400;26053;26643;24725;27373;27969;27969
2019;30B;32;69401;69600;26173;26757;24845;27485;28083;28083
2019;30B;32;69601;69800;26293;26876;24970;27598;28197;28197
2019;30B;32;69801;70000;26413;26990;25090;27710;28311;28311
2019;30B;32;70001;70200;26533;27109;25215;27823;28425;28425
2019;30B;32;70201;70400;26653;27228;25340;27935;28539;28539
2019;30B;32;70401;70600;26773;27342;25460;28048;28653;28653
2019;30B;32;70601;70800;26893;27460;25584;28160;28767;28767
2019;30B;32;70801;71000;27013;27574;25704;28273;28881;28881
2019;30B;32;71001;71200;27133;27693;25829;28385;28995;28995
2019;30B;32;71201;71400;27253;27807;25949;28498;29109;29109
2019;30B;32;71401;71600;27373;27926;26074;28610;29223;29223
2019;30B;32;71601;71800;27493;28045;26199;28723;29337;29337
2019;30B;32;71801;72000;27613;28159;26319;28835;29451;29451
2019;30B;32;72001;72200;27733;28277;26443;28947;29565;29565
2019;30B;32;72201;72400;27853;28391;26563;29060;29679;29679
2019;30B;32;72401;72600;27973;28510;26688;29172;29793;29793
2019;30B;32;72601;72800;28093;28629;26813;29285;29907;29907
2019;30B;32;72801;73000;28213;28743;26933;29397;30021;30021
2019;30B;32;73001;73200;28333;28862;27058;29510;30135;30135
2019;30B;32;73201;73400;28453;28976;27178;29622;30249;30249
2019;30B;32;73401;73600;28573;29094;27302;29735;30363;30363
2019;30B;32;73601;73800;28693;29208;27422;29847;30477;30477
2019;30B;32;73801;74000;28813;29327;27547;29960;30591;30591
2019;30B;32;74001;74200;28933;29446;27672;30072;30705;30705
2019;30B;32;74201;74400;29053;29560;27792;30184;30819;30819
2019;30B;32;74401;74600;29173;29679;27917;30297;30933;30933
2019;30B;32;74601;74800;29293;29793;28037;30409;31047;31047
2019;30B;32;74801;75000;29413;29911;28161;30522;31161;31161
2019;30B;32;75001;75200;29533;30025;28281;30634;31275;31275
2019;30B;32;75201;75400;29653;30144;28406;30747;31389;31389
2019;30B;32;75401;75600;29773;30263;28531;30859;31503;31503
2019;30B;32;75601;75800;29893;30377;28651;30972;31617;31617
2019;30B;32;75801;76000;30013;30496;28776;31084;31731;31731
2019;30B;32;76001;76200;30133;30610;28896;31197;31845;31845
2019;30B;32;76201;76400;30253;30728;29020;31309;31959;31959
2019;30B;32;76401;76600;30373;30842;29140;31422;32073;32073
2019;30B;32;76601;76800;30493;30961;29265;31534;32187;32187
2019;30B;32;76801;77000;30613;31080;29390;31646;32301;32301
2019;30B;32;77001;77200;30733;31194;29510;31759;32415;32415
2019;30B;32;77201;77400;30853;31313;29635;31871;32529;32529
2019;30B;32;77401;77600;30973;31427;29755;31984;32643;32643
2019;30B;32;77601;77800;31093;31545;29879;32096;32757;32757
2019;30B;32;77801;78000;31213;31659;29999;32209;32871;32871
2019;30B;32;78001;78200;31333;31778;30124;32321;32985;32985
2019;30B;32;78201;78400;31453;31897;30249;32434;33099;33099
2019;30B;32;78401;78600;31573;32011;30369;32546;33213;33213
2019;30B;32;78601;78800;31693;32130;30494;32659;33327;33327
2019;30B;32;78801;79000;31813;32244;30614;32771;33441;33441
2019;30B;32;79001;79200;31933;32362;30738;32883;33555;33555
2019;30B;32;79201;79400;32053;32481;30863;32996;33669;33669
2019;30B;32;79401;79600;32173;32595;30983;33108;33783;33783
2019;30B;32;79601;79800;32293;32714;31108;33221;33897;33897
2019;30B;32;79801;80000;32413;32828;31228;33333;34011;34011
2019;0,3;32;80001;81600;41;41;39;42;43;43
2019;0,3;32;81601;82000;41;41;40;42;43;43
2019;0,3;32;82001;84200;41;42;40;42;43;43
2019;0,3;32;84201;84800;42;42;40;42;43;43
2019;0,3;32;84801;85600;42;42;40;43;43;43
2019;0,3;32;85601;85800;42;42;41;43;43;43
2019;0,3;32;85801;87200;42;42;41;43;44;44
2019;0,3;32;87201;89000;42;43;41;43;44;44
2019;0,3;32;89001;89800;43;43;41;43;44;44
2019;0,3;32;89801;91400;43;43;42;43;44;44
2019;0,3;32;91401;92600;43;43;42;44;44;44
2019;0,3;32;92601;93200;43;43;42;44;45;45
2019;0,3;32;93201;94400;43;44;42;44;45;45
2019;0,3;32;94401;94600;44;44;42;44;45;45
2019;0,3;32;94601;99200;44;44;43;44;45;45
2019;0,3;32;99201;99800;44;44;43;45;45;45
2019;0,3;32;99801;100400;44;45;44;45;45;45
2019;0,3;32;100401;100600;45;45;44;45;45;45
2019;0,3;32;100601;105800;45;45;44;45;46;46
2019;0,3;32;105801;107400;45;45;45;45;46;46
2019;0,3;32;107401;107600;46;45;45;45;46;46
2019;0,3;32;107601;108400;46;46;45;45;46;46
2019;0,3;32;108401;110200;46;46;45;46;46;46
2019;0,3;32;110201;112400;46;46;45;46;47;47
2019;0,3;32;112401;115400;46;46;46;46;47;47
2019;0,3;32;115401;116800;47;46;46;46;47;47
2019;0,3;32;116801;119600;47;47;46;46;47;47
2019;0,3;32;119601;120000;47;47;46;47;47;47
2019;0,3;32;120001;121800;47;47;47;47;47;47
2019;0,3;32;121801;124600;47;47;47;47;48;48
2019;0,3;32;124601;127400;48;47;47;47;48;48
2019;0,3;32;127401;128800;48;48;47;47;48;48
2019;0,3;32;128801;133400;48;48;48;47;48;48
2019;0,3;32;133401;136200;48;48;48;48;48;48
2019;0,3;32;136201;141800;49;48;48;48;49;49
2019;0,3;32;141801;150600;49;49;49;48;49;49
2019;0,3;32;150601;154400;49;49;49;49;49;49
2019;0,3;32;154401;160800;50;49;49;49;50;50
2019;0,3;32;160801;173000;50;50;50;49;50;50
2019;0,3;32;173001;178200;50;50;50;50;50;50
2019;0,3;32;178201;185400;51;50;50;50;51;51
2019;0,3;32;185401;203200;51;51;51;50;51;51
2019;0,3;32;203201;210600;51;51;51;51;51;51
2019;0,3;32;210601;219200;52;51;51;51;52;52
2019;0,3;32;219201;246200;52;52;52;51;52;52
2019;0,3;32;246201;257400;52;52;52;52;52;52
2019;0,3;32;257401;268000;53;52;52;52;53;53
2019;0,3;32;268001;312200;53;53;53;52;53;53
2019;0,3;32;312201;331000;53;53;53;53;53;53
2019;0,3;32;331001;344600;54;53;53;53;54;54
2019;0,3;32;344601;426800;54;54;54;53;54;54
2019;0,3;32;426801;463400;54;54;54;54;54;54
2019;0,3;32;463401;482400;55;54;54;54;55;55
2019;0,3;32;482401;673600;55;55;55;54;55;55
2019;0,3;32;673601;772400;55;55;55;55;55;55
2019;0,3;32;772401;804200;56;55;55;55;56;56
2019;0,3;32;804201;1597800;56;56;56;55;56;56
2019;0,3;32;1597801;2317800;56;56;56;56;56;56
2019;0,3;32;2317801;2412800;57;56;56;56;57;57
2019;0,3;32;2412801;;57;57;57;56;57;57
2019;30B;33;1;1600;0;0;0;0;0;0
2019;30B;33;1601;1700;117;0;116;1;117;19
2019;30B;33;1701;1800;128;0;125;28;128;53
2019;30B;33;1801;1900;138;0;133;60;138;87
2019;30B;33;1901;2000;149;0;141;93;149;121
2019;30B;33;2001;2100;159;0;150;125;159;155
2019;30B;33;2101;2200;162;0;150;158;189;189
2019;30B;33;2201;2300;172;0;158;190;223;223
2019;30B;33;2301;2400;183;0;166;223;257;257
2019;30B;33;2401;2500;193;0;175;256;291;291
2019;30B;33;2501;2600;204;0;183;288;325;325
2019;30B;33;2601;2700;214;0;191;321;359;359
2019;30B;33;2701;2800;225;0;200;353;393;393
2019;30B;33;2801;2900;227;0;200;386;427;427
2019;30B;33;2901;3000;237;0;208;418;461;461
2019;30B;33;3001;3100;248;0;216;451;495;495
2019;30B;33;3101;3200;258;0;225;483;529;529
2019;30B;33;3201;3300;269;0;233;516;563;563
2019;30B;33;3301;3400;279;0;241;549;597;597
2019;30B;33;3401;3500;281;0;241;581;631;631
2019;30B;33;3501;3600;292;0;250;614;665;665
2019;30B;33;3601;3700;302;0;258;646;699;699
2019;30B;33;3701;3800;313;0;266;679;733;733
2019;30B;33;3801;3900;323;0;275;706;762;762
2019;30B;33;3901;4000;333;0;283;733;790;790
2019;30B;33;4001;4100;335;0;283;757;815;815
2019;30B;33;4101;4200;345;0;291;784;844;844
2019;30B;33;4201;4300;355;0;300;811;872;872
2019;30B;33;4301;4400;365;22;309;835;898;898
2019;30B;33;4401;4500;375;48;319;862;926;926
2019;30B;33;4501;4600;385;73;329;886;951;951
2019;30B;33;4601;4700;387;99;331;912;980;980
2019;30B;33;4701;4800;397;124;341;939;1008;1008
2019;30B;33;4801;4900;407;150;351;963;1034;1034
2019;30B;33;4901;5000;417;175;361;990;1062;1062
2019;30B;33;5001;5100;427;201;371;1014;1087;1087
2019;30B;33;5101;5200;437;226;381;1041;1116;1116
2019;30B;33;5201;5300;447;249;390;1068;1144;1144
2019;30B;33;5301;5400;467;274;392;1092;1170;1170
2019;30B;33;5401;5500;490;300;402;1119;1198;1198
2019;30B;33;5501;5600;513;325;412;1143;1223;1223
2019;30B;33;5601;5700;536;351;422;1170;1252;1252
2019;30B;33;5701;5800;558;376;432;1197;1280;1280
2019;30B;33;5801;5900;581;402;442;1221;1306;1306
2019;30B;33;5901;6000;604;427;443;1248;1334;1334
2019;30B;33;6001;6100;626;453;453;1272;1359;1359
2019;30B;33;6101;6200;649;478;463;1299;1388;1388
2019;30B;33;6201;6300;672;504;473;1326;1416;1416
2019;30B;33;6301;6400;695;526;483;1350;1442;1442
2019;30B;33;6401;6500;717;552;493;1377;1470;1470
2019;30B;33;6501;6600;740;577;495;1401;1495;1495
2019;30B;33;6601;6700;763;603;505;1428;1524;1524
2019;30B;33;6701;6800;786;628;514;1455;1552;1552
2019;30B;33;6801;6900;808;654;524;1479;1578;1578
2019;30B;33;6901;7000;831;679;534;1506;1606;1606
2019;30B;33;7001;7100;854;705;544;1530;1631;1631
2019;30B;33;7101;7200;876;730;546;1557;1660;1660
2019;30B;33;7201;7300;899;756;556;1584;1688;1688
2019;30B;33;7301;7400;922;781;566;1608;1714;1714
2019;30B;33;7401;7500;945;807;576;1635;1742;1742
2019;30B;33;7501;7600;967;830;586;1659;1767;1767
2019;30B;33;7601;7700;990;855;596;1686;1796;1796
2019;30B;33;7701;7800;1013;881;605;1712;1824;1824
2019;30B;33;7801;7900;1035;906;607;1736;1850;1850
2019;30B;33;7901;8000;1058;932;617;1763;1878;1878
2019;30B;33;8001;8100;1081;957;627;1787;1903;1903
2019;30B;33;8101;8200;1104;983;637;1814;1932;1932
2019;30B;33;8201;8300;1126;1008;647;1841;1960;1960
2019;30B;33;8301;8400;1149;1034;657;1865;1986;1986
2019;30B;33;8401;8500;1172;1059;658;1892;2014;2014
2019;30B;33;8501;8600;1195;1085;668;1916;2039;2039
2019;30B;33;8601;8700;1217;1110;678;1943;2068;2068
2019;30B;33;8701;8800;1240;1133;688;1970;2096;2096
2019;30B;33;8801;8900;1263;1158;698;1994;2122;2122
2019;30B;33;8901;9000;1286;1184;708;2021;2150;2150
2019;30B;33;9001;9100;1308;1209;710;2045;2175;2175
2019;30B;33;9101;9200;1331;1235;720;2072;2204;2204
2019;30B;33;9201;9300;1354;1260;730;2099;2232;2232
2019;30B;33;9301;9400;1376;1286;740;2123;2258;2258
2019;30B;33;9401;9500;1399;1311;750;2150;2286;2286
2019;30B;33;9501;9600;1422;1337;759;2174;2311;2311
2019;30B;33;9601;9700;1445;1362;761;2201;2340;2340
2019;30B;33;9701;9800;1467;1388;771;2228;2368;2368
2019;30B;33;9801;9900;1490;1413;781;2252;2394;2394
2019;30B;33;9901;10000;1513;1436;791;2280;2422;2422
2019;30B;33;10001;10100;1535;1461;801;2305;2447;2447
2019;30B;33;10101;10200;1558;1487;811;2332;2476;2476
2019;30B;33;10201;10300;1581;1512;821;2360;2504;2504
2019;30B;33;10301;10400;1604;1538;822;2384;2530;2530
2019;30B;33;10401;10500;1626;1563;832;2412;2558;2558
2019;30B;33;10501;10600;1649;1586;842;2440;2586;2586
2019;30B;33;10601;10700;1672;1606;852;2473;2620;2620
2019;30B;33;10701;10800;1696;1629;861;2506;2654;2654
2019;30B;33;10801;10900;1719;1651;871;2539;2688;2688
2019;30B;33;10901;11000;1742;1674;873;2572;2722;2722
2019;30B;33;11001;11100;1765;1697;882;2606;2756;2756
2019;30B;33;11101;11200;1788;1719;892;2639;2790;2790
2019;30B;33;11201;11300;1811;1742;902;2672;2824;2824
2019;30B;33;11301;11400;1834;1765;912;2705;2858;2858
2019;30B;33;11401;11500;1858;1787;921;2738;2892;2892
2019;30B;33;11501;11600;1881;1810;923;2772;2926;2926
2019;30B;33;11601;11700;1904;1833;933;2805;2960;2960
2019;30B;33;11701;11800;1927;1855;942;2838;2994;2994
2019;30B;33;11801;11900;1950;1878;952;2871;3028;3028
2019;30B;33;11901;12000;1973;1898;962;2904;3062;3062
2019;30B;33;12001;12100;1997;1920;972;2940;3099;3099
2019;30B;33;12101;12200;2020;1943;973;2976;3136;3136
2019;30B;33;12201;12300;2043;1966;983;3012;3173;3173
2019;30B;33;12301;12400;2067;1988;993;3051;3212;3212
2019;30B;33;12401;12500;2090;2008;1002;3087;3249;3249
2019;30B;33;12501;12600;2117;2037;1012;3123;3286;3286
2019;30B;33;12601;12700;2147;2068;1023;3159;3323;3323
2019;30B;33;12701;12800;2177;2096;1033;3196;3360;3360
2019;30B;33;12801;12900;2208;2125;1035;3234;3400;3400
2019;30B;33;12901;13000;2238;2156;1045;3270;3436;3436
2019;30B;33;13001;13100;2268;2184;1055;3306;3473;3473
2019;30B;33;13101;13200;2298;2215;1065;3342;3510;3510
2019;30B;33;13201;13300;2328;2243;1075;3379;3547;3547
2019;30B;33;13301;13400;2358;2275;1086;3417;3586;3586
2019;30B;33;13401;13500;2388;2303;1088;3453;3623;3623
2019;30B;33;13501;13600;2419;2334;1098;3489;3660;3660
2019;30B;33;13601;13700;2449;2362;1108;3526;3697;3697
2019;30B;33;13701;13800;2479;2394;1118;3562;3734;3734
2019;30B;33;13801;13900;2509;2422;1128;3600;3773;3773
2019;30B;33;13901;14000;2539;2453;1139;3636;3810;3810
2019;30B;33;14001;14100;2568;2481;1141;3672;3846;3846
2019;30B;33;14101;14200;2597;2510;1151;3707;3882;3882
2019;30B;33;14201;14300;2626;2541;1161;3741;3918;3918
2019;30B;33;14301;14400;2655;2569;1171;3779;3956;3956
2019;30B;33;14401;14500;2685;2600;1181;3814;3992;3992
2019;30B;33;14501;14600;2714;2629;1192;3849;4028;4028
2019;30B;33;14601;14700;2743;2660;1194;3884;4063;4063
2019;30B;33;14701;14800;2772;2688;1204;3919;4099;4099
2019;30B;33;14801;14900;2801;2719;1214;3957;4138;4138
2019;30B;33;14901;15000;2830;2748;1224;3992;4173;4173
2019;30B;33;15001;15100;2859;2779;1234;4027;4209;4209
2019;30B;33;15101;15200;2888;2807;1245;4062;4245;4245
2019;30B;33;15201;15300;2917;2838;1255;4097;4281;4281
2019;30B;33;15301;15400;2946;2867;1257;4134;4319;4319
2019;30B;33;15401;15500;2975;2898;1267;4169;4355;4355
2019;30B;33;15501;15600;3004;2926;1277;4204;4391;4391
2019;30B;33;15601;15700;3033;2955;1287;4239;4426;4426
2019;30B;33;15701;15800;3062;2986;1298;4274;4462;4462
2019;30B;33;15801;15900;3091;3014;1308;4312;4501;4501
2019;30B;33;15901;16000;3120;3045;1310;4347;4536;4536
2019;30B;33;16001;16100;3149;3074;1320;4382;4572;4572
2019;30B;33;16101;16200;3178;3105;1330;4417;4608;4608
2019;30B;33;16201;16300;3207;3133;1340;4452;4644;4644
2019;30B;33;16301;16400;3236;3164;1351;4489;4682;4682
2019;30B;33;16401;16500;3265;3193;1361;4524;4718;4718
2019;30B;33;16501;16600;3294;3224;1363;4559;4754;4754
2019;30B;33;16601;16700;3323;3252;1373;4594;4789;4789
2019;30B;33;16701;16800;3352;3283;1383;4629;4825;4825
2019;30B;33;16801;16900;3382;3312;1393;4667;4864;4864
2019;30B;33;16901;17000;3411;3340;1403;4702;4899;4899
2019;30B;33;17001;17100;3440;3371;1414;4737;4935;4935
2019;30B;33;17101;17200;3469;3400;1416;4772;4971;4971
2019;30B;33;17201;17300;3498;3433;1426;4807;5007;5007
2019;30B;33;17301;17400;3527;3470;1437;4844;5045;5045
2019;30B;33;17401;17500;3556;3510;1448;4879;5081;5081
2019;30B;33;17501;17600;3585;3550;1458;4914;5117;5117
2019;30B;33;17601;17700;3614;3586;1469;4949;5152;5152
2019;30B;33;17701;17800;3643;3626;1486;4984;5188;5188
2019;30B;33;17801;17900;3672;3666;1521;5022;5227;5227
2019;30B;33;17901;18000;3701;3703;1553;5057;5262;5262
2019;30B;33;18001;18100;3730;3742;1587;5092;5298;5298
2019;30B;33;18101;18200;3759;3782;1622;5127;5334;5334
2019;30B;33;18201;18300;3788;3819;1654;5162;5370;5370
2019;30B;33;18301;18400;3817;3857;1687;5199;5408;5408
2019;30B;33;18401;18500;3846;3896;1721;5234;5444;5444
2019;30B;33;18501;18600;3875;3931;1751;5269;5480;5480
2019;30B;33;18601;18700;3904;3970;1785;5304;5515;5515
2019;30B;33;18701;18800;3933;4008;1818;5339;5551;5551
2019;30B;33;18801;18900;3962;4044;1849;5377;5590;5590
2019;30B;33;18901;19000;3991;4083;1883;5412;5625;5625
2019;30B;33;19001;19100;4020;4121;1916;5447;5661;5661
2019;30B;33;19101;19200;4049;4157;1947;5482;5697;5697
2019;30B;33;19201;19300;4078;4195;1980;5517;5733;5733
2019;30B;33;19301;19400;4108;4234;2014;5554;5771;5771
2019;30B;33;19401;19500;4137;4270;2045;5589;5807;5807
2019;30B;33;19501;19600;4166;4308;2078;5624;5843;5843
2019;30B;33;19601;19700;4195;4347;2112;5659;5878;5878
2019;30B;33;19701;19800;4224;4382;2142;5694;5914;5914
2019;30B;33;19801;19900;4253;4421;2176;5732;5953;5953
2019;30B;33;19901;20000;4282;4459;2209;5767;5988;5988
2019;30B;33;20001;20200;4340;4534;2274;5837;6060;6060
2019;30B;33;20201;20400;4398;4611;2341;5909;6134;6134
2019;30B;33;20401;20600;4456;4685;2405;5979;6206;6206
2019;30B;33;20601;20800;4514;4754;2464;6049;6277;6277
2019;30B;33;20801;21000;4572;4820;2520;6122;6351;6351
2019;30B;33;21001;21200;4630;4888;2578;6192;6423;6423
2019;30B;33;21201;21400;4688;4954;2634;6264;6497;6497
2019;30B;33;21401;21600;4746;5023;2693;6334;6569;6569
2019;30B;33;21601;21800;4804;5089;2749;6404;6640;6640
2019;30B;33;21801;22000;4863;5158;2808;6477;6714;6714
2019;30B;33;22001;22200;4921;5224;2864;6547;6786;6786
2019;30B;33;22201;22400;4979;5293;2923;6620;6860;6860
2019;30B;33;22401;22600;5037;5359;2979;6689;6932;6932
2019;30B;33;22601;22800;5095;5427;3037;6759;7003;7003
2019;30B;33;22801;23000;5153;5493;3093;6832;7077;7077
2019;30B;33;23001;23200;5211;5562;3152;6902;7149;7149
2019;30B;33;23201;23400;5269;5628;3208;6975;7223;7223
2019;30B;33;23401;23600;5327;5697;3267;7044;7295;7295
2019;30B;33;23601;23800;5385;5763;3323;7114;7366;7366
2019;30B;33;23801;24000;5443;5832;3382;7187;7440;7440
2019;30B;33;24001;24200;5501;5898;3438;7257;7512;7512
2019;30B;33;24201;24400;5560;5966;3496;7330;7586;7586
2019;30B;33;24401;24600;5618;6032;3552;7400;7658;7658
2019;30B;33;24601;24800;5676;6101;3611;7469;7729;7729
2019;30B;33;24801;25000;5734;6167;3667;7542;7803;7803
2019;30B;33;25001;25200;5792;6236;3736;7612;7875;7875
2019;30B;33;25201;25400;5850;6302;3802;7685;7949;7949
2019;30B;33;25401;25600;5908;6368;3868;7755;8021;8021
2019;30B;33;25601;25800;5966;6437;3937;7824;8092;8092
2019;30B;33;25801;26000;6024;6503;4003;7897;8166;8166
2019;30B;33;26001;26200;6082;6571;4071;7967;8238;8238
2019;30B;33;26201;26400;6140;6637;4137;8040;8312;8312
2019;30B;33;26401;26600;6198;6706;4206;8110;8384;8384
2019;30B;33;26601;26800;6256;6772;4272;8179;8455;8455
2019;30B;33;26801;27000;6315;6841;4341;8252;8529;8529
2019;30B;33;27001;27200;6373;6907;4407;8322;8601;8601
2019;30B;33;27201;27400;6431;6976;4476;8395;8675;8675
2019;30B;33;27401;27600;6489;7042;4542;8465;8747;8747
2019;30B;33;27601;27800;6547;7110;4610;8535;8818;8818
2019;30B;33;27801;28000;6605;7176;4676;8607;8892;8892
2019;30B;33;28001;28200;6663;7245;4745;8677;8964;8964
2019;30B;33;28201;28400;6721;7311;4811;8750;9038;9038
2019;30B;33;28401;28600;6779;7380;4880;8820;9110;9110
2019;30B;33;28601;28800;6837;7446;4946;8890;9181;9181
2019;30B;33;28801;29000;6895;7515;5015;8962;9256;9256
2019;30B;33;29001;29200;6953;7581;5081;9032;9327;9327
2019;30B;33;29201;29400;7012;7649;5149;9105;9401;9401
2019;30B;33;29401;29600;7070;7715;5215;9175;9473;9473
